Company name,Website,Headquarters,Owned by / Subsidiary of,Public stock,Number of employees
Copprint,https://copprint.com,Israel,,,
COPROIN,https://coproin.com,mexico,,,
Cor.Sa 3D,https://corsa3d.iten,Italy,,,
Coral3D,,,,,
Corbel 3D,https://corbel3D.com,Canada,,,
Core Additive,https://coreadditive.au,Australia,,,
Corefront,https://corefront.com/en,Japan,,,
CoreTechnologie,,,,,
Coriolis Composites,https://coriolis-composites.com,France,,,
Corporacion Crear 4D SAC,https://crear4d.com,Peru,,,
Cortona3D,https://cortona3d.com,Ireland,,,
Cosine Additive Inc,https://cosineadditive.com,United states,,,
Cosmami3D,https://cosmami3d.it,Italy,,,
Cosmic Shielding Corporation,https://cosmicshielding.com,United States,,,
Cosmind,,Italy,,,
COSMYX,https://cosmyx3d.com,Turkey,,,
cotu s.r.o.,https://cotu.cz/en,The Czech Republic,,,
Covestro,https://covestro.com,Germany,,,
Cowtown Advanced Manufacturing LLC,www.cowtownam.com,,,,
CPAC 3D Printing Solution,https://web.cpac.co.th/en/product/380/3d-printing-solution,Thailand,,,
CR-3D,https://cr3d.de,France,,,
CR3D,,Germany,,,
Craft Health,https://crafthealth.me,Singapore,,,
Craft Pattern & Mold,https://craftpattern.com,United States,,,
Craftcloud,https://craftcloud3d.com,Germany,,,
Craftrum,https://craftrum.eu,Slovenia,,,
CraftUnique,https://craftunique.com,United States,,,
Craneyard Clay,https://kcclay.com,United States,,,
Crea 3D,https://crea-3d.com/en,Italy,,,
Crea3D,https://crea3d.com,Italy,,,
Creabis,https://creabis.de/en,Germany,Prodways,,
Creadil,https://creadil.com,France,,,
Creaform,,,,,
Crealo 3D Making,https://crealo3dm.it,Italy,,,
Creamelt,https://creamelt.com,Switzerland,,,
Creasee,,,,,
CREAT3D,https://creat3d.shop,The United Kingdom,,,
Create it REAL,https://createitreal.com,Denmark,,,
Createc4 S.C.A,https://createc3d.com,Spain,,,
Creative 3d Technologies,https://creative3dtechnologies.com,United States,,,
Creative Hi-Tech Ltd.,https://creativehitech.com,United States,,,
Creative Tools,https://creativetools.se,Sweden,,,
Creatr,https://creatr.it,Italy,,,
CreatZ Ceramics,https://c3d-ceramics.com,Singapore,,,
Creatz3D,https://creatz3d.com.sg,Singapore,,,
Cremer Thermoprozessanlagen GmbH,https://cremer-polyfour.de,Germany,,,
Crennovations,https://crennovations.com,India,,,
Creo Machines,https://creo.io,United States,,,
Cresilas,,,,,
Crest Technology Pte Ltd,https://crest-technology.com,Singapore,,,
Croft Additive Manufacturing,https://croftam.co.uk,The United Kingdom,,,
CRP,https://crp-group.com,Italy,,,
CRP Technology,https://crptechnology.com,Italy,,,
CRP USA LLC,https://crp-usa.net,United States,,,
CryptoPrinting,https://3dp4btc.com,,,,
CSEM,https://csem.ch/Home,Switzerland,,,
CT CoreTechnologie GmbH,https://coretechnologie.com,Germany,,,
CT3D,https://www.ct3d.tech/,United States,,,
CTC – Concurrent Technologies Corporation,https://ctc.com,United States,,,
CTC Composites,https://ctc-composites.com/en,Germany,,,
Cubic Ink | Altana New Technologies GmbH,https://altana.com,France,,,
Cubic Technologies,https://cubictechnologies.com,United States,,,
Cubicity,https://cubicity.com,United States,,,
Cubicon,https://eng.3dcubicon.com,South Korea,,,
Cubicure GmbH,https://cubicure.com,Austria,Align Technology,NASDAQ: ALGN,
Cumberland Additive,https://cai-3d.com,United States,,,
Cumberland Additive ,,United States,,,
Cunova GmbH,https://cunova.com/en,Germany,,,
Curiteva,https://curiteva.com/,United States,,,
CURRANT 3D & Sugar Lab,https://currant3d.com,United States,,,
Custom Color 3d,https://customcolor3d.com,United States,,,
Custom Control Concepts,https://custom-control.com,United States,,,
Custom Microwave Inc – a Vitesse Systems Company,https://custommicrowave.com,United States,,,
Custom Molds/Plastics ,,,,,
Custom Prototypes,https://customprototypes.ca,Canada,,,
Cuttlefish,https://cuttlefish.de,Germany,,,
Cyaan & Co,https://cyaanenco.be,Belgium,,,
CyBe Construction,https://cybe.eu,The Netherlands,,,
Cyberon Group,https://cyberon.ru,Russia,,,
Cylaos,https://cylaos.fr,France,,,
Cytec Solvay Group,https://cytec.com,United States,,,
Czinger,https://czinger.com,United States,,,
D-MEC,,,,,
D-Orbit,https://dorbit.space,Italy,,,
D-Shape (Dini Engineering),https://d-shape.com,The United Kingdom,,,
D2A – Digital Design Automation,https://d2a-international.com,Thailand,,,
D2M Solutions,https://d2m-solutions.com,United Arab Emirates,,,
D3-AM,https://d3-am.com,Italy,,,
D3D Printing,https://d3dprinting.com,United States,,,
Daegun Tech,https://daeguntech.com/eng/,South Korea,,,
Daemon 3D Print,https://daemon3dprint.com,The United Kingdom,,,
DAICEL CORPORATION,https://daicel.com/cell_ac/en,Italy,,,
Daihen,https://daihen.co.jp,Japan,,,
Daken Chemical Limited,https://dakenchem.com,China,,,
"Dalian Zhongyi Industrial Technology Co., Ltd.",https://zygy3d.com,China,,,
Danish Technological Institute,https://dti.dk,Denmark,,,
DAP – RWTH Aachen,https://dap-aachen.deen/contact,Germany,,,
Dartom MFG,www.DartomMfg.com,,,,
DAS FILAMENT,https://dasfilament.de,Germany,,,
DASH-CAE,https://dash-cae.com,The United Kingdom,,,
DASI Solutions,https://dasisolutions.com,United States,,,
Dassault Systèmes,https://3ds.com,France,,,
Datentechnik Reitz GmbH & Co. KG KG,https://cnc-technik.de,Germany,,,
David Riley Model Making,https://rileymodelmaking.co.uk,The United Kingdom,,,
DAVINCI 3D,,Denmark,,,
DAVINCI development,https://davinci.dk,Denmark,,,
Dawn Aerospace,https://dawnaerospace.com,The Netherlands,,,
Dayton Rogers,https://daytonrogers.com,United States,,,
Dazga,https://dazga.ge,Georgia,,,
Dazz 3D,https://dazz-3d.com,China,,,
Dazzle,,China,,,
DCM Tech Inc,,,,,
DCUBED,https://dcubed.space,Germany,,,
dddrop,https://dddrop.com,The Netherlands,,,
DDM Digital Foundry (formerly DDM Systems),https://ddmsys.com,United States,,,
Dead Air Silencers,https://deadairsilencers.com/,United States,,,
Decode FabLab Athen,https://shop.decodefablab.com,Greece,,,
Decode3D,https://decode3d.com,India,,,
Dedibot,https://dedibot.com,China,"Adrayn (Chongqing Andrayyuan Technology Co., Ltd)",,
Deep Space Industries,https://deepspaceindustries.com,United States,,,
Deezmaker,https://deezmaker.com,United States,,,
Defiant 3D,https://defiant3d.com,The United Kingdom,,,
Dekema,https://dekema.com,Germany,,,
Deko 3D,https://deko-3d.fr,France,,,
Delcam,https://delcam.ro,Romania,,,
DELFIN SRL,https://delfinvacuums.com/en,Germany,,,
Deloro Wear Solutions,https://deloro.com,Italy,,,
Delphi,https://delphi.com,United States,,,
DELRAY Systems,https://3d-printer.com,United States,,,
Delta,https://www.delta.com,United States,,,
Delta 3D Print (Delta Equipment),https://delta-3dprint.fr,France,,,
Delta Specialised Energy,,,,,
Delta Technologies,,,,,
Delta Tower,https://deltatower.ch,Switzerland,,,
DeltaMaker,https://deltamaker.com,United States,,,
Deltaprintr,https://deltaprintr.com,United States,,,
DeltaprintZ,https://deltaprintz.nl,The Netherlands,,,
Deltasys,,,,,
Deltasys E-Forming,https://3deltasys.com,India,,,
Delva,https://delva.fi/en,Finland,,,
Demcon,https://dis.demcon.com,Germany,,,
Demgy (formerly Dedienne Multiplasturgy Group),https://dedienne.com,France,,,
Dental Axess AG,https://dentalaxess.com,Switzerland,,,
Dental Inc,https://dentalinc.fr,France,,,
Dental Milestones Guaranteed (DMG),,Germany,,,
DENTCA,https://dentca.com,United States,,,
Dentis,https://dentis.co.kr,South Korea,,,
"DENTMATE TECHNOLOGY CO., LTD.",https://dentmate.com.tw,Finland,,,
dentona,https://dentona.de,Germany,,,
Denver 3D Print Company,https://denver3dprintco.com,United States,,,
Depureco Industrial Vacuums.S.r.L.,https://depureco.com,Taiwan,,,
Design Cave,https://designcave.ae,United Arab Emirates,,,
Design for Craft,https://designforcraft.com,Italy,,,
Design&more,https://dsignandmore.com,The Netherlands,,,
Designifying,https://designifying.com,India,,,
DesignPoint,https://design-point.com,United States,,,
DesignTech,https://designtechsys.com,India,,,
DesignTech Systems,https://designtechproducts.com/product/stratasys-3d-printers,Singapore,,,
DeskArtes Oy,https://deskartes.com,Finland,,,
Desktop Metal,https://desktopmetal.com,United States,Nano Dimension,,
DETAX,https://detax.deen,Germany,,,
Detroit 3D,https://detroit3dmanufacturing.com,United States,,,
Deutsche Keramische Gesellschaft eV (DKG),https://dkg.de,Germany,,,
Devil Design,https://devildesign.pl,Poland,,,
DI Labs,https://dilabs.cc,United States,,,
Diabase Engineering,https://diabasemachines.com,United States,,,
Diamond Age,https://diamondage3d.com,United States,,,
Diamond Plastics,https://diamond-plastics.de,Germany,,,
DIBUPRINT 3D,https://dibuprint3d.com,Spain,,,
Dick & Dick – Generative Fertigung,https://dick-dick.degenerative-fertigung.html,Germany,,,
DigiFabb,https://digifabb.co.in,India,,,
DigiFabster,,,,,
digiMODE,https://digi-mode.com.tr,Turkey,,,
Digital Building Technologies – DBT,https://dbt.arch.ethz.ch,Switzerland,,,
Digital Maker,,,,,
Digital Mechanics,,Denmark,,,
Digital Media Group,https://digitalmgi.com,United States,,,
Digital Metal,https://digitalmetal.tech,Sweden,Nano Dimension,,
DigitMakers,https://digitmakers.ca,Canada,Clarica Group Inc.,,
DIMECC Oy,https://fame3d.fi,Germany,,,
Dimension Inx,https://dimensioninx.com,United States,,,
Dimension Polymers,https://dimensionpolymers.com,United States,,,
Dimension Works,https://dimension.works,United States,,,
Dinsmore (ADDMAN),https://dinsmoreinc.com,United States,ADDMAN,,
Dipol,https://dipaul.ru,Russia,,,
Diprotype,https://diprotype.com,Spain,,,
"Direct Dimensions, Inc.",https://dirdim.com,,,,
Discovery 3D Printer,https://discovery3dprinter.com/en/home,Spain,,,
DISCUS Software Company,,,,,
Distributed Additive Manufacturing (DAM),https://dam.london/home,The United Kingdom,,,
Dive Technologies,https://divetechnologies.com,United States,,,
Divergent3D,https://divergent3d.com,United States,,,
Diversified Manufacturing Technologies,www.divmfgtech.com,,,,
"DIversified Plastics, Inc",https://www.dpiplastics.com/,United States,,,
Diverte,http://www.diverte.pt/,Portugal,,,
Divide By Zero Technologies (Divbyz),https://divbyz.com,India,,,
Division X Creative,https://divisionxcreative.co.uk,The United Kingdom,,,
DIY-India.com,https://diy-india.com,India,,,
DJ's,,,,,
DL Additive,https://dl-additive.com,France,,,
"DM3D Technology, LLC ",https://dm3dtech.com,,,,
"DMAC PRECISION TECHNOLOGY CO., LTD",,China,,,
DMAMS,www.dmams.com,China,,,
Digital Manufacturing Center (DMC),https://digitalmanufacturingcentre.com,The United Kingdom,,,
DMG,,,,,
DMG LuxaPrint,https://dmg-dental.com/en/products/product/luxaprint,Germany,,,
DMG Mori,https://en.dmgmori.com,Japan,,,
DMG MORI AG,https://dmgmori.com,Finland,,,
DMM.make,https://make.dmm.com,Japan,,,
DMT Metal,,,,,
DMZ Engineering,https://dmzengineering.it,Italy,,,
DnPackaging,https://dnpackaging.com,United States,,,
Do In 3D,https://doin3d.fr,France,,,
Dobot Arm,https://dobot.cc,China,,,
DoGreen3D,https://dogreen3d.com,,,,
Döktaş Dökümcülük Ticaret,https://doktas.com,Turkey,,,
Dolomite,https://dolomite-microfluidics.com,The United Kingdom,,,
Domin,https://domin.co,The United Kingdom,,,
DOMO Chemicals,https://domochemicals.com,Germany,,,
Domotek,,,,,
Domotek Ingeniería Prototipado y Formación,https://domotek.es,Spain,,,
Dongguan City Huanglong Electronics Co. Ltd.,https://dgchuanglong.net,China,,,
"Dongguan Godsaid Technology Co., Ltd., (Resione)",https://www.resione.com/,China,,,
Doob 3D,https://doob3d.com,United States,,,
Dood Studio,https://dood-studio.com/nous,France,,,
Doosan Enerbility,https://doosanenerbility.com,South Korea,,,
Doosan Heavy Industries,https://doosanheavy.com,South Korea,,,
DORST Technologies,https://dorst.dede,Germany,,,
Doser,https://dosermedical.com,The Netherlands,,,
Dou Yee Technologies Pte. Ltd.,https://douyeetech.com,China,,,
DOUBLE COEUR,https://double-coeur.fr,India,,,
Dow Chemical EVOLV3D,,,,,
DP Polar,,Germany,,,
DPW,,United States,,,
Draftek Design,www.draftekdesign.com,,,,
Drag and Drop,https://draganddrop.design,Romania,,,
Dragonfly | Comet Technologies Canada Inc.,https://dragonfly.com/et.tech,Singapore,,,
Drawn,https://drawn.fr,France,,,
Dream 3D,https://dream3d.co.uk,The United Kingdom,,,
Dream Drops,https://dreamdrops.io,Israel,,,
DreamTns.Ltd,https://dream3d.co.kr,South Korea,,,
Dressler Group,https://dressler-group.com,Germany,,,
Dreve,https://dreve.de,Germany,,,
Driving your dream,,,,,
druckerfachmann.de,https://druckerfachmann.de3d-druck-additive-fertigung,Germany,,,
Druckwerk,https://druckwerk.xyz,Germany,,,
DSB Technologies,https://dsbtech.com,United States,,,
"DSH Technologies, LLC",https://dshtech.com,Canada,,,
Design & Software International (DSI),https://www.dsi-mfg.com,United States,,,
Dsings Print,https://dsigns-print.co.uk,The United Kingdom,,,
DTSL Group,https://dtsl.asia,China,,,
Duepi,https://duepistampi.com,Italy,,,
Dufour Aerospace,https://dufour.aero,Switzerland,,,
Duncan Machine Products – DMP,https://duncanmachineproducts.com,United States,,,
Philips Corporation,https://www.phillipscorp.com/,United States,,,
Dunlee (Koninklijke Philips N.V.),https://www.dunlee.com,The Netherlands,Philips Corporation,,
Dura-Metal,https://dura-metal.com,United States,,,
DURUM VerschleiÃŸschutz GmbH,https://durmat.com,United States,,,
DUS Architects,https://dusarchitects.com,The Netherlands,,,
Dutch Drone Gods,https://dutchdronegods.com,The Netherlands,,,
DW Development,https://dwdev.se,Sweden,,,
DWS,,,,,
DWS S.r.l.,https://dwssystems.com,Germany,,,
DWS Systems,,Italy,,,
DyeMansion GmbH,https://dyemansion.com,Italy,,,
DyeMansion3030,,,,,
Dynamic Key Products,https://dkp-med.eu,Italy,,,
Dynamism,https://dynamism.com,United States,,,
Dynamo,https://dynamo.co.jp,Japan,,,
Dyndrite,https://dyndrite.com,United States,,,
Dyze Design Inc.,https://dyzedesign.com,United States,,,
E-Jet 3D Printing,https://ejet3dprinting.com,Australia,,,
E-ways 3D,https://e-ways3d.com,China,,,
e-Xstream Engineering,https://e-xstream.com,Luxemburg,,,
E3D BigBox,https://bigbox-3d.com,The United Kingdom,,,
E3D Online Ltd.,https://e3d-online.com,Canada,,,
EAC,https://eacswimsource.com/en,France,,,
EAC Product Development Solutions,https://eacpds.com,United States,,,
"EaglePicher Technologies,  LLC",https://eaglepicher.com,United States,,,
Earthrise Space Foundation,https://earthrise-space.org,United States,,,
Eastmaster Manufacturing Limited,https://east-master.com,China,,,
EasyRx,https://easyrxortho.com,,,,
EasyThreed,https://www.easythreed.com/,China,,,
EAW – Erns Apel,https://eaw.de,Germany,,,
eCadCam,https://ecadcam.com/3d-printing,United states,,,
Eccentrica,,Italy,,,
Eccomi 3D,https://eccomi3d.nl,The Netherlands,,,
ECKART America Corp,,,,,
ECKART GmbH,https://eckart.net,Germany,,,
Eckelmann,https://eckelmann.de,Germany,,,
Eckhart,www.eckhartusa.com,,,,
eCMM Services,https://ecmmsva.com,,,,
Ecoparts,https://ecoparts.ch,Switzerland,,,
ECS,https://ecss.sg,Singapore,,,
EDA Technologies,https://edatech.co.za,South Africa,,,
EDAG,https://edag.de,Germany,,,
Edalis,https://edalis.net,France,,,
EDM Network Inc,,,,,
EDM Performance Accessories,,,,,
Efestolab,https://efestolab.com,Italy,,,
EGS India,,,,,
Egyptian British Bureau for Additive Manufacturing Services,https://ebbams.com,Egypt,,,
Ehn&Land,https://ehnland.se,Sweden,,,
"Ehren-Haus Industries, Inc.",https://ehrenhaus.com,United States,,,
Elan Technology Inc.,https://elantechnology.com,United States,,,
Elbit Systems,https://elbitsystems.com,Israel,,,
Electrafly,https://electrafly.com,United States,,,
Electroimpact,https://electroimpact.com/3d,United States,,,
Electrónica Melgui,https://melgui.es,Spain,,,
Electroninks,https://electroninks.com,United States,,,
Element Materials Technology,,,,,
Element22,https://element22.com,Germany,,,
Elements Lab,https://elementslab.net,,,,
Elementum 3D,https://elementum3d.com,United States,,,
ELH TECH,https://elhtech.com.sg,Singapore,,,
Elite Mold & Engineering/Elite Additive Manufacturing,https://teameliteonline.com/additive-manufacturing,United States,,,
ELIX Polymers SL,https://elix-polymers.com,Spain,,,
Elkamet Kunststofftechnik GmbH,https://additive-fertigung.elkamet.de,United States,,,
Elkem,https://elkem.com,Germany,,,
Elmec 3D,https://elmec.com/3d,Italy,,,
Elmet Technologies (HC Starck Americas),https://elmettechnologies.com,United States,,,
ELNIK SYSTEMS LLC,https://elnik.com,France,,,
Elstar Electronics,https://elstarled.com,China,,,
Eltra GmbH,https://eltra.com,Germany,,,
EM Lab,https://emlab.utep.edu,United States,,,
EM3D,https://em3d.fr,France,,,
EME – Extreme Manufacturing Engineering,https://extreme-3d.com,Italy,,,
Emelody Worldwide Inc,www.emelodyworldwide.com,,,,
Emergent3D,https://emergent-3d.com,United States,,,
Emerging Objects,https://emergingobjects.com,United States,,,
Emery Oleochemicals GmbH,https://emeryoleo.com,Germany,,,
EML (Eloi MateriaLs),https://eloiml.com,United States,,,
eMotion Tech,https://reprap-france.com,France,,,
Empa,https://empa.ch,Switzerland,,,
Empire 3D Printing,https://empire3d.com.au,Australia,,,
Empire Group Inc.,https://empiregroupusa.com,,,,
Empire Machine Tools,https://empiremt.com/,India,,,
Empower Materials,,,,,
EMS-GRILTECH,https://emsgriltech.com/en,Switzerland,,,
Enable Manufacturing Ltd,https://enable.parts,The United Kingdom,,,
encee,https://encee.de,Germany,,,
Endeavor 3D ,,,,,
Endeavor3D,https://endeavor3d.com,United States,,,
Endless Industries,https://endless.industries,Germany,,,
ENEL Green Power,https://enelgreenpower.com,Italy,,,
Energica,https://energicasuperbike.com,Italy,,,
Energy Group,https://energygroup.it,Italy,,,
EnergyX,https://energyx.no,India,,,
Engager,https://engager-rings.com,,,,
Engatech,https://lifeguideapp.com,United States,,,
EngiCer,https://engicer.com,Switzerland,,,
Engineering Systems & Technologies LCC,https://etisalat.ae,United Arab Emirates,,,
Engineering Technique,https://enggtechnique.com,India,,,
Enginering Consulting,www.adriandeasy.com,,,,
ENI Versalis,https://versalis.eni.com,Italy,,,
Enicon,https://enicon.org,Russia,,,
Enigma,i-enigma.com.cn,China,,,
Enky,https://enky-3dp.com,France,,,
Ensinger,https://ensingerplastics.com,Germany,,,
EntresD,https://entresd.es,Spain,,,
Entwistle Group,https://entwistlegroup.com,The United Kingdom,,,
Eolas Prints,https://eolasprints.com,Spain,,,
"EON Reality, Inc.",https://eonreality.com,United States,,,
EoPlex,https://eoplex.com,United States,,,
EOS,,Germany,,,
EOS GmbH (Electro Optical Systems),https://eos.info,Germany,,,
Epi3d,https://epi3d.com,United States,,,
Epitum,https://epitum3d.com,United Arab Emirates,Pasada 3D Manufacturing Ltd,,
EPlus3D,https://eplus3d.com,China,,,
EPPS,https://epps.si/en,Slovenia,,,
EPSON ATMIX Corporation,https://atmix.co.jp/en/index.html,Japan,,,
EPTAM Precision Metals,https://eptam.com,United States,,,
Equinor,https://equinor.com/en/what-we-do.html,Norway,,,
Equispheres,https://equispheres.com,Canada,,,
Equispheres Inc.,,,,,
Erasteel,https://erasteel.com,France,,,
ERB Mechanik,https://erb-mechanik.ch,Switzerland,,,
ErectorBot,https://erectorbot.com,United States,,,
Ergometa,,,,,
ERM Fab&Test,https://erm-fabtest.com,France,,,
Ermaksan,https://ermaksan.com.tr,Turkey,,,
ERMAKSAN MAK. SAN. VE TIC. A.S.,https://ermaksanadditive.com,Turkey,,,
EROFIO - Engenharia e Fabricacao de Moldes S.A.,https://additive.erofio.pt,Portugal,,,
ERPRO Group,https://erpro-group.com,France,,,
erpro&sprint,https://erpro.fr,France,,,
Eryone,https://eryone.com,China,,,
ES Digital,https://esdigital.co.il/en,Israel,,,
ES Technology Ltd,https://estechnology.co.uk,The United Kingdom,,,
ESK-SIC,https://esk-sic.de,Germany,,,
Essence Food,https://essencefood.tech,Spain,,,
Essentium,https://Essentium3D.com,United States,,,
ESTIA - ADDIMADOUR,https://estia.fr,France,,,
"eSUN | Shenzhen Esun Industrial Co., Ltd.",https://esun3d.com,China,,,
ETEC,https://etec.desktopmetal.com/,Germany,Nano Dimension,,
Euler,https://euler3d.com,France,,,
EUMAKERS,https://eumakers.com,Italy,,,
Eurecat,https://eurecat.org,Spain,,,
Evans & Sutherland Computer Corp,https://es.com,United States,,,
Eveline,https://evenline.co,United States,,,
Everex,https://everex.org,Italy,,,
Everplast,,,,,
Everplast Machinery Co.,https://everplast.com.tw,Taiwan,,,
EveryAmp,https://everyamp.com,United States,,,
eviXscan 3D,,,,,
Evnzee Technologies Pvt Ltd,https://evnzee.in,India,,,
EVO 3D,https://evo3d.co.uk,The United Kingdom,,,
EVO-tech,,Austria,,,
Evobeam GmbH,https://evobeam.com,Germany,,,
EVOK3D,https://evok3d.com.au,Australia,,,
EVOL,,,,,
Evology Manufacturing,,,,,
Evology MFG,https://EvologyMfg.com,United States,,,
Evolve Additive Solutions,https://evolveadditive.com/,United States,,,
Evonik Industries AG,https://evonik.com/additive-manufacturing,Germany,,,
Evove,https://evove.tech,The United Kingdom,,,
EWI,https://ewi.org,United States,,,
Exaddon,https://www.exaddon.com,Switzerland,,,
EXBuild,https://exbuild.com,United States,,,
Exco Engineering,https://excoeng.com,Canada,,,
Executive Engineering,https://execeng.co.za,South Africa,,,
Exentis Group AG,https://exentis-group.com,Switzerland,,,
Exergy Solutions,https://exergysolutions.com,Canada,,,
Exertis CapTech,https://exertis.se,Sweden,,,
eXgineering SA,http://www.exgineering.com,Switzerland,,,
Exitreality,https://exitreality.com,United States,,,
EXL PROTOTYPES CO LTD,https://exlprototypes.com,China,,,
ExLattice,https://exlattice.com,United States,,,
exmet,https://exmet.se,Sweden,,,
EXO-S,https://exo-s.com,Canada,,,
Exocad,https://exocad.com,Germany,,,
ExOne,https://exone.com,United States,Nano Dimension,,
Expert 3D (THE3DXPERT SDN. BHD.),https://malaysia3dprinting.com,Malaysia,,,
Exponential Technologies Ltd.,https://www.x-t.ai/,Latvia,,,
Express Prototyping,,United States,,,
Exprezis,https://exprezis.fr,France,,,
Extol Inc.,https://extolinc.com,United States,,,
ExtraBold,https://extbold.com,Japan,,,
Extrude Hone,,,,,
Exum Instruments,https://www.exuminstruments.com/,United States,,,
ExxonMobil Chemical Company,,United States,,,
Eye-2-Eye,https://eye2eye.com.sg,Singapore,,,
F.H.U. FIS-KOMP Zenon Więcierzewski,https://fiskomp.pl,Poland,,,
Fab Factory,https://fabfactory.it,Italy,,,
Fabb-It,https://fabb-it.de,Germany,,,
FABBERZ,https://fabberz.com,United States,,,
Faberdashery,https://faberdashery.co.uk,The United Kingdom,,,
Fabfactory,,Italy,,,
Fabforma Technologies,https://fabforma.com,India,,,
Fabian Werth / Werth Metal,https://pyropowders.de,Germany,,,
Fabmaker,,Germany,,,
Fabnami,https://fabnami.com,Switzerland,,,
FabPub,https://fab.pub,The United Kingdom,,,
Fabric8Labs,,United States,,,
Fabrica Group,https://nano-di.com/technologies/am-micro-3d-printing,Israel,Nano Dimension,,
Fabricame3D,https://www.fabricame3d.cl/,Chile,,,
Fabrisonic,https://fabrisonic.com,United States,,,
Fabrocam,https://fabrocam.com,Spain,,,
Fabtory,https://fabtory.de,Germany,,,
FABtotum – closed,https://fabtotum.com,Italy,,,
Fabula 3D,https://fabula3d.it,Italy,,,
FABULOUS,https://fabulous.com.co/en,France,,,
Fabwork,https://fabwork.com.au,Australia,,,
FabZat,https://fabzat.com,France,,,
"Facfox (Hangzhou Chizha Technology Co., Ltd.)",https://facfox.com,China,,,
Facts42morrow Gmbh,,Germany,,,
Falcon Technologies International (FTI),https://am.falconrak.com,United Arab Emirates,,,
FAMA3D,https://fama3d.it,Italy,,,
Famaero,https://famaero.com,United States,,,
FANUM Sp. z o.o. SP.k,https://fanum.pl,Poland,,,
Farcco Technologies,https://farcco.com.br,Brazil,,,
Fargo 3D Printing,https://fargo3dprinting.com,United States,,,
Farinia Group (formerly Spartacus3D),https://www.farinia.com/en/additive-manufacturing,France,,,
FARO Technologies Inc,,,,,
Farrar Corporation,https://farrarusa.com,United States,,,
Farsoon,https://www.farsoon.com/,China,,SHA: 688433,
Fast maker,https://fastmaker3d.com,Iran,,,
Fast Radius LLC,https://fastradius.com,,,,
FasTech,https://fastech-engineering.com,United States,,,
FASTECH LLC,,,,,
FastForm Technology Co.,http://www.fastform3d.com/,China,,,
FASTPART Kunststofftechnik GmbH,https://fast-part.de,Germany,,,
Fathom Digital Manufacturing,https://fathommfg.com,United States,,,
fbrc8 llc.,https://fbrc8.com,United States,,,
FCA Prototypes,https://fcagroup.com,Italy,,,
FDC Composites Inc.,https://fdccomposites.com,Canada,,,
FdcAero,https://fdcaero.com/other-industries-and-services,Canada,,,
FEELOÂ® - Winding Solutions l FAST ASSEMBLER,https://feelo-winding.com,Germany,,,
Fehrmann Materials GmbH & Co. KG,https://fehrmann-materials.com,Germany,,,
Feinguss,https://feinguss-blank.de,Germany,,,
Felfil Evo,,,,,
FELIXprinters,https://felixprinters.com,The Netherlands,,,
Femtika,,,,,
"FEMTIKA, UAB",https://femtika.com,Germany,,,
Femtoprint,https://femtoprint.ch,Switzerland,,,
Fenghuazhuoli,https://www.fhzl-3dp.com/,China,,,
Feramic AG,https://feramic.ch,Lithuania,,,
FFL,https://ffl-srl.com,Italy,,,
Fi Innovations (trading as Fi Additive),https://f-i.co.nz,New Zealand,,,
Fiber Force,,,,,
Fiberlogy,https://fiberlogy.com,Poland,,,
Fiberneering,,The Netherlands,,,
Fiberthree GmbH,https://fiberthree.com,Germany,,,
FibreTuff,https://fibretuff.us,United States,,,
Fictiv,,,,,
Fieldmade,https://fieldmade.no,Norway,,,
Fil&Fab,https://fil-et-fab.fr,France,,,
Filabot,,United States,,,
Filafarm,https://filafarm.de,Germany,,,
Filagoods,,,,,
Filament & Meer,https://filamentenmeer.nl,The Netherlands,,,
Filament Factory,https://filamentfactory.co.za,South Africa,,,
Filament Innovations,https://filamentinnovations.com,United States,,,
Filament PM (Zemedelske druzstvo Hanovice),https://filament-pm.com,Israel,,,
Filament2,https://filament2.com,Germany,,,
Filament2print,https://filament2print.com,Spain,,,
Filamentive,https://filamentive.com,The United Kingdom,,,
FilamentPrint,https://filamentprint.com,The United Kingdom,,,
Filaments.ca,https://filaments.ca,Canada,,,
Filaret,https://filaret3d.com,Estonia,,,
Filasophia by Anaks Arastirma Gelistirme Endustriyel TasarÄ±m San. Tic. Ltd.,https://filasophia.com,The Czech Republic,,,
Filatech 3D Printing Industries FZ,https://fila-tech.com,United Arab Emirates,,,
Filaticum,https://filaticum.com,Hungary,,,
Filimprimante,https://filimprimante3d.fr,France,,,
Filkemp,https://filkemp.com,Portugal,,,
fillamentum,https://fillamentum.com,The Czech Republic,,,
FiloAlfa,https://filoalfa3d.com,Italy,,,
Finecast,https://finecast.co.uk,The United Kingdom,,,
Finite Space,https://finitespace.eu,,,,
Firehawk Aerospace,https://firehawkaerospace.com,United States,,,
Firestorm Labs,https://launchfirestorm.com,United States,,,
First Resonance,,,,,
"First Technologies, Inc.",https://firsteched.com,United States,,,
Fisher Unitech,https://fisherunitech.com/lander,United States,,,
Fisheye,https://fisheye.eu,Belgium,,,
Fishy Filaments,https://fishyfilaments.com,The United Kingdom,,,
FIT Additive Manufacturing Group,https://fit.technology,Germany,,,
FIT Prototyping,https://fit-prototyping.de,Germany,FIT Additive Manufacturing Group,,
Fives Group,,,,,
Fixie 3D,https://fixie3d.com,The United Kingdom,,,
FKM Sintertechnik GmbH,https://fkm.net,Germany,,,
FlackTek SpeedMixer,,,,,
